postdate,Valdate,Details, Amount , UD1 
05-Nov-24,05-Nov-24,REF 574242325615 & 0000223003-252136,3450.00,574242325615
05-Nov-24,05-Nov-24,REF 985942804524 & 0000427167-252137,17050.00,985942804524
05-Nov-24,05-Nov-24,REF 166358257702 & 0000285471-252138,2100.00,166358257702
05-Nov-24,05-Nov-24,REF 613202202177 & 0000285472-236220,15100.00,613202202177
05-Nov-24,05-Nov-24,REF 238914656994 & 0000285473-236221,18100.00,238914656994
05-Nov-24,05-Nov-24,REF 973144011508 & 0000223003-252139,3450.00,973144011508
05-Nov-24,05-Nov-24,REF 661253313612 & 0000285471-252140,1200.00,661253313612
05-Nov-24,05-Nov-24,REF 101309223787 & 0000427156-252142,3800.00,101309223787
05-Nov-24,05-Nov-24,REF 251913047644 & 0000427158-252143,3800.00,251913047644
05-Nov-24,05-Nov-24,REF 323618578005 & 0000285472-236222,6100.00,323618578005
05-Nov-24,05-Nov-24,REF 293267253537 & 0000427167-252144,15700.00,293267253537
05-Nov-24,05-Nov-24,REF 747674884534 & 0000285471-252146,1050.00,747674884534
05-Nov-24,05-Nov-24,REF 766534274752 & 0000223003-252147,3750.00,766534274752
05-Nov-24,05-Nov-24,REF 245259167406 & 0000285471-252149,1200.00,245259167406
05-Nov-24,05-Nov-24,REF 701652748306 & 0000427167-252148,11100.00,701652748306
05-Nov-24,05-Nov-24,REF 609552541296 & 0000285471-252150,1050.00,609552541296
05-Nov-24,05-Nov-24,REF 894787851579 & 0000427167-252151,7600.00,894787851579
05-Nov-24,05-Nov-24,REF 254105039960 & 0000427167-252152,530.00,254105039960
05-Nov-24,05-Nov-24,REF 136377933768 & 0000285472-236223,161900.00,136377933768
05-Nov-24,05-Nov-24,REF 747842629019 & 0000285471-252153,2200.00,747842629019
05-Nov-24,05-Nov-24,REF 373067740813 & 0000427156-252154,4000.00,373067740813
05-Nov-24,05-Nov-24,REF 369034600562 & 0000427155-252155,3800.00,369034600562
05-Nov-24,05-Nov-24,REF 561171208007 & 0000427167-252156,5100.00,561171208007
05-Nov-24,05-Nov-24,REF 974177883774 & 0000285472-236224,28150.00,974177883774
05-Nov-24,05-Nov-24,REF 002277305982 & 0000223003-252157,3450.00,002277305982
05-Nov-24,05-Nov-24,REF 423861500497 & 0000427158-252158,3800.00,423861500497
05-Nov-24,05-Nov-24,REF 759669998161 & 0000427167-252159,8600.00,759669998161
05-Nov-24,05-Nov-24,REF 845440403249 & 0000427155-236225,3800.00,845440403249
05-Nov-24,05-Nov-24,REF 883906684142 & 0000285471-236226,14900.00,883906684142
05-Nov-24,05-Nov-24,REF 872281978801 & 0000427158-252160,16600.00,872281978801
05-Nov-24,05-Nov-24,REF 991574772496 & 0000427167-252161,530.00,991574772496
05-Nov-24,05-Nov-24,REF 479144701617 & 0000427155-252163,3800.00,479144701617
05-Nov-24,05-Nov-24,REF 411391174149 & 0000223003-252165,6100.00,411391174149
05-Nov-24,05-Nov-24,REF 080204081288 & 0000427158-252166,3800.00,080204081288
05-Nov-24,05-Nov-24,REF 092174870097 & 0000285472-236228,5100.00,092174870097
05-Nov-24,05-Nov-24,REF 909901722109 & 0000427155-252167,3800.00,909901722109
05-Nov-24,05-Nov-24,REF 797250377536 & 0000427156-252168,3800.00,797250377536
05-Nov-24,05-Nov-24,REF 438972856373 & 0000427158-252170,3800.00,438972856373
05-Nov-24,05-Nov-24,REF 994664579245 & 0000427164-252171,3800.00,994664579245
05-Nov-24,05-Nov-24,REF 306287075230 & 0000427167-252172,36000.00,306287075230
05-Nov-24,05-Nov-24,REF 654671004018 & 0000285472-236229,5100.00,654671004018
05-Nov-24,05-Nov-24,REF 593671862193 & 0000223003-252173,8100.00,593671862193
05-Nov-24,05-Nov-24,REF 288422713036 & 0000285474-236230,1050.00,288422713036
05-Nov-24,05-Nov-24,REF 893283505457 & 0000427164-252174,1100.00,893283505457
05-Nov-24,05-Nov-24,REF 300088512734 & 0000285472-236231,10100.00,300088512734
05-Nov-24,05-Nov-24,REF 372320635780 & 0000427163-252175,3800.00,372320635780
05-Nov-24,05-Nov-24,REF 858420278045 & 0000427163-252176,3800.00,858420278045
05-Nov-24,05-Nov-24,REF 426279980732 & 0000427155-252177,3800.00,426279980732
05-Nov-24,05-Nov-24,REF 828815370200 & 0000427156-252178,3800.00,828815370200
05-Nov-24,05-Nov-24,REF 742250100770 & 0000427163-252179,3800.00,742250100770
05-Nov-24,05-Nov-24,REF 310068269800 & 0000427167-252180,8600.00,310068269800
05-Nov-24,05-Nov-24,REF 759975409662 & 0000427156-252181,3800.00,759975409662
05-Nov-24,05-Nov-24,REF 360640761619 & 0000285471-252182,590.00,360640761619
05-Nov-24,05-Nov-24,REF 218529447449 & 0000285472-236232,3600.00,218529447449
05-Nov-24,05-Nov-24,REF 860355394413 & 0000427164-252183,2140.00,860355394413
05-Nov-24,05-Nov-24,REF 608024883144 & 0000285471-252184,1200.00,608024883144
05-Nov-24,05-Nov-24,REF 470254399156 & 0000427156-252185,3800.00,470254399156
05-Nov-24,05-Nov-24,REF 974789935170 & 0000223006-236233,43100.00,974789935170
05-Nov-24,05-Nov-24,REF 615089763733 & 0000100787-236234,5000.00,615089763733
05-Nov-24,05-Nov-24,REF 243487970233 & 0000285471-252186,1600.00,243487970233
05-Nov-24,05-Nov-24,REF 983246366854 & 0000427163-252187,3800.00,983246366854
05-Nov-24,05-Nov-24,REF 831889469011 & 0000285472-236235,5900.00,831889469011
05-Nov-24,05-Nov-24,REF 405004059488 & 0000522934-236236,10000.00,405004059488
05-Nov-24,05-Nov-24,REF 078192950997 & 0000285473-236237,1200.00,078192950997
05-Nov-24,05-Nov-24,REF 378932511333 & 0000427164-252189,2200.00,378932511333
05-Nov-24,05-Nov-24,REF 933478256973 & 0000427167-252190,80100.00,933478256973
05-Nov-24,05-Nov-24,REF 313375745531 & 0000223003-236238,3450.00,313375745531
05-Nov-24,05-Nov-24,REF 622104913800 & 0000427156-252191,800.00,622104913800
05-Nov-24,05-Nov-24,REF 015884011201 & 0000561233-236241,51200.00,015884011201
05-Nov-24,05-Nov-24,REF 719673652514 & 0000427155-252192,6000.00,719673652514
05-Nov-24,05-Nov-24,REF 950266529529 & 0000427156-252193,3800.00,950266529529
05-Nov-24,05-Nov-24,REF 830004549984 & 0000223003-236242,8400.00,830004549984
05-Nov-24,05-Nov-24,REF 645024980631 & 0000285472-236243,1050.00,645024980631
05-Nov-24,05-Nov-24,REF 156539613281 & 0000285473-236244,2100.00,156539613281
05-Nov-24,05-Nov-24,REF 433064881967 & 0000223003-236245,15100.00,433064881967
05-Nov-24,05-Nov-24,REF 287437789861 & 0000427164-252195,13000.00,287437789861
05-Nov-24,05-Nov-24,REF 303407798054 & 0000285473-236246,177800.00,303407798054
05-Nov-24,05-Nov-24,REF 213899018278 & 0000285471-252196,3100.00,213899018278
05-Nov-24,05-Nov-24,REF 161669617138 & 0000427156-252197,3800.00,161669617138
05-Nov-24,05-Nov-24,REF 625406045489 & 0000223006-236247,16900.00,625406045489
05-Nov-24,05-Nov-24,REF 493044528862 & 0000285473-236248,3600.00,493044528862
05-Nov-24,05-Nov-24,REF 968184782520 & 0000285471-252198,1200.00,968184782520
05-Nov-24,05-Nov-24,REF 570294497919 & 0000427156-252199,3800.00,570294497919
05-Nov-24,05-Nov-24,REF 956935175443 & 0000427155-252200,3450.00,956935175443
05-Nov-24,05-Nov-24,REF 165015168087 & 0000285471-252201,1200.00,165015168087
05-Nov-24,05-Nov-24,REF 764318469509 & 0000223006-236249,53100.00,764318469509
05-Nov-24,05-Nov-24,REF 703200963871 & 0000427163-252202,4000.00,703200963871
05-Nov-24,05-Nov-24,REF 403384146871 & 0000427164-252203,75100.00,403384146871
05-Nov-24,05-Nov-24,REF 826487647524 & 0000223006-236250,10100.00,826487647524
05-Nov-24,05-Nov-24,REF 127016129495 & 0000223006-236251,5100.00,127016129495
05-Nov-24,05-Nov-24,REF 340519517400 & 0000223006-236252,9400.00,340519517400
05-Nov-24,05-Nov-24,REF 696459057505 & 0000427156-252205,3800.00,696459057505
05-Nov-24,05-Nov-24,REF 097105314157 & 0000285472-236254,1524.00,097105314157
05-Nov-24,05-Nov-24,REF 157122802885 & 0000427156-252206,20570.00,157122802885
05-Nov-24,05-Nov-24,REF 380199952288 & 0000223006-236255,11800.00,380199952288
05-Nov-24,05-Nov-24,REF 374127371489 & 0000285471-252208,5600.00,374127371489
05-Nov-24,05-Nov-24,REF 331863706984 & 0000285471-252209,25100.00,331863706984
05-Nov-24,05-Nov-24,REF 000230068475 & 0000427155-252210,3450.00,000230068475
05-Nov-24,05-Nov-24,REF 635582151482 & 0000224010-236256,4350.00,635582151482
05-Nov-24,05-Nov-24,REF 983263660802 & 0000100787-236257,20000.00,983263660802
05-Nov-24,05-Nov-24,REF 144262330191 & 0000224004-236258,7600.00,144262330191
05-Nov-24,05-Nov-24,REF 891288243609 & 0000285471-252211,1050.00,891288243609
05-Nov-24,05-Nov-24,REF 641331504892 & 0000223006-236259,100100.00,641331504892
05-Nov-24,05-Nov-24,REF 921633582748 & 0000224004-236260,8050.00,921633582748
05-Nov-24,05-Nov-24,REF 548116387805 & 0000224004-236261,2500.00,548116387805
05-Nov-24,05-Nov-24,REF 806117509493 & 0000427163-252212,19900.00,806117509493
05-Nov-24,05-Nov-24,REF 420987095284 & 0000285472-236263,3100.00,420987095284
05-Nov-24,05-Nov-24,REF 832263788561 & 0000224004-236264,6050.00,832263788561
05-Nov-24,05-Nov-24,REF 458841119799 & 0000285472-236265,3600.00,458841119799
05-Nov-24,05-Nov-24,REF 136938171887 & 0000223006-236266,107850.00,136938171887
05-Nov-24,05-Nov-24,REF 505665485399 & 0000224004-236267,80100.00,505665485399
05-Nov-24,05-Nov-24,REF 134475385538 & 0000285471-252213,19200.00,134475385538
05-Nov-24,05-Nov-24,REF 270261087622 & 0000285474-236268,21100.00,270261087622
05-Nov-24,05-Nov-24,REF 031645484790 & 0000427164-252215,9100.00,031645484790
05-Nov-24,05-Nov-24,REF 698790246662 & 0000427155-252216,5550.00,698790246662
05-Nov-24,05-Nov-24,REF 284517526055 & 0000285471-252217,9600.00,284517526055
05-Nov-24,05-Nov-24,REF 496430017575 & 0000224004-252218,8050.00,496430017575
05-Nov-24,05-Nov-24,REF 272863488765 & 0000285472-236269,35200.00,272863488765
05-Nov-24,05-Nov-24,REF 004046157960 & 0000285471-252219,25800.00,004046157960
05-Nov-24,05-Nov-24,REF 606747365097 & 0000427155-252220,3450.00,606747365097
05-Nov-24,05-Nov-24,REF 906243231636 & 0000427164-252221,61430.00,906243231636
05-Nov-24,05-Nov-24,REF 929933318351 & 0000285471-252222,7100.00,929933318351
05-Nov-24,05-Nov-24,REF 067492527768 & 0000285472-236270,17600.00,067492527768
05-Nov-24,05-Nov-24,REF 502387315723 & 0000285472-236271,12700.00,502387315723
05-Nov-24,05-Nov-24,REF 733947276906 & 0000224004-236272,5880.00,733947276906
05-Nov-24,05-Nov-24,REF 923726966004 & 0000285471-252223,7060.00,923726966004
05-Nov-24,05-Nov-24,REF 547771202943 & 0000285472-236274,10100.00,547771202943
05-Nov-24,05-Nov-24,REF 695836865451 & 0000427155-252224,3450.00,695836865451
05-Nov-24,05-Nov-24,REF 249333371614 & 0000223006-236276,15100.00,249333371614
05-Nov-24,05-Nov-24,REF 312695307195 & 0000285472-236277,1200.00,312695307195
05-Nov-24,05-Nov-24,REF 670109840761 & 0000224003-236278,50400.00,670109840761
05-Nov-24,05-Nov-24,REF 923342299505 & 0000285471-252225,10284.00,923342299505
05-Nov-24,05-Nov-24,REF 639587810202 & 0000224010-252226,4450.00,639587810202
05-Nov-24,05-Nov-24,REF 073307655167 & 0000427164-252227,8100.00,073307655167
05-Nov-24,05-Nov-24,REF 569932736371 & 0000285471-252228,366.00,569932736371
05-Nov-24,05-Nov-24,REF 181282357689 & 0000427163-252230,4000.00,181282357689
05-Nov-24,05-Nov-24,REF 461839469220 & 0000285471-252231,15900.00,461839469220
05-Nov-24,05-Nov-24,REF 074749926743 & 0000223006-236281,94350.00,074749926743
05-Nov-24,05-Nov-24,REF 358398254429 & 0000223006-236282,82850.00,358398254429
05-Nov-24,05-Nov-24,REF 407249155589 & 0000223006-236284,8100.00,407249155589
05-Nov-24,05-Nov-24,REF 655724073527 & 0000285472-236283,43000.00,655724073527
05-Nov-24,05-Nov-24,REF 312949362431 & 0000427164-252234,12500.00,312949362431
05-Nov-24,05-Nov-24,REF 051278179946 & 0000427157-252235,18100.00,051278179946
05-Nov-24,05-Nov-24,REF 371991649049 & 0000223006-236286,60100.00,371991649049
05-Nov-24,05-Nov-24,REF 559891030503 & 0000224003-236287,4700.00,559891030503
05-Nov-24,05-Nov-24,REF 527971475196 & 0000427164-252236,36000.00,527971475196
05-Nov-24,05-Nov-24,REF 958623204748 & 0000285471-252237,6260.00,958623204748
05-Nov-24,05-Nov-24,REF 789942136391 & 0000427164-252238,6100.00,789942136391
05-Nov-24,05-Nov-24,REF 281707922205 & 0000223006-236288,1500.00,281707922205
05-Nov-24,05-Nov-24,REF 720856912842 & 0000522934-236289,18200.00,720856912842
05-Nov-24,05-Nov-24,REF 857730231868 & 0000285473-236290,7100.00,857730231868
05-Nov-24,05-Nov-24,REF 878468685583 & 0000285471-252239,1938.00,878468685583
05-Nov-24,05-Nov-24,REF 184034504126 & 0000224003-236291,9200.00,184034504126
05-Nov-24,05-Nov-24,REF 744604954277 & 0000223006-236292,10100.00,744604954277
05-Nov-24,05-Nov-24,REF 142007317696 & 0000427155-252240,5550.00,142007317696
05-Nov-24,05-Nov-24,REF 372157877142 & 0000427167-252241,13100.00,372157877142
05-Nov-24,05-Nov-24,REF 119859485342 & 0000427167-252242,10100.00,119859485342
05-Nov-24,05-Nov-24,REF 838370773795 & 0000224003-236294,42200.00,838370773795
05-Nov-24,05-Nov-24,REF 087660621304 & 0000427167-252243,3500.00,087660621304
05-Nov-24,05-Nov-24,REF 713996546370 & 0000427167-252244,5100.00,713996546370
05-Nov-24,05-Nov-24,REF 039978827079 & 0000427167-252245,7600.00,039978827079
05-Nov-24,05-Nov-24,REF 913592653262 & 0000285471-252246,1200.00,913592653262
05-Nov-24,05-Nov-24,REF 255343605105 & 0000427163-252247,4000.00,255343605105
05-Nov-24,05-Nov-24,REF 381831945591 & 0000285472-236295,7100.00,381831945591
05-Nov-24,05-Nov-24,REF 246942241196 & 0000224004-236297,1910.00,246942241196
05-Nov-24,05-Nov-24,REF 831193147724 & 0000427163-252248,3800.00,831193147724
05-Nov-24,05-Nov-24,REF 164367562994 & 0000285471-252249,1050.00,164367562994
05-Nov-24,05-Nov-24,REF 325914409158 & 0000224004-236298,610.00,325914409158
05-Nov-24,05-Nov-24,REF 579406900881 & 0000427164-252250,1500.00,579406900881
05-Nov-24,05-Nov-24,REF 566924849658 & 0000285471-252251,22200.00,566924849658
05-Nov-24,05-Nov-24,REF 634772947397 & 0000223006-236299,2000.00,634772947397
05-Nov-24,05-Nov-24,REF 405225601527 & 0000224003-236300,8100.00,405225601527
05-Nov-24,05-Nov-24,REF 096853457560 & 0000427164-252252,5100.00,096853457560
05-Nov-24,05-Nov-24,REF 753152393454 & 0000224003-236302,8200.00,753152393454
05-Nov-24,05-Nov-24,REF 271766409130 & 0000285473-236301,6100.00,271766409130
05-Nov-24,05-Nov-24,REF 699223889002 & 0000285474-236303,12700.00,699223889002
05-Nov-24,05-Nov-24,REF 794790877486 & 0000427155-252253,2365.00,794790877486
05-Nov-24,05-Nov-24,REF 756165332534 & 0000285471-252254,1200.00,756165332534
05-Nov-24,05-Nov-24,REF 009350276021 & 0000427155-252256,3800.00,009350276021
05-Nov-24,05-Nov-24,REF 060416601250 & 0000285471-252257,1687.00,060416601250
05-Nov-24,05-Nov-24,REF 070507933338 & 0000224003-236305,26800.00,070507933338
05-Nov-24,05-Nov-24,REF 797845332576 & 0000285471-252258,330.00,797845332576
05-Nov-24,05-Nov-24,REF 428976248229 & 0000427167-252260,7600.00,428976248229
05-Nov-24,05-Nov-24,REF 738658619012 & 0000285473-236306,10100.00,738658619012
05-Nov-24,05-Nov-24,REF 900421760582 & 0000427167-252261,5100.00,900421760582
05-Nov-24,05-Nov-24,REF 280612401377 & 0000285471-252262,1720.00,280612401377
05-Nov-24,05-Nov-24,REF 314858001433 & 0000427155-252263,7600.00,314858001433
05-Nov-24,05-Nov-24,REF 776145933212 & 0000285471-252264,1050.00,776145933212
05-Nov-24,05-Nov-24,REF 260013625280 & 0000427155-252265,5100.00,260013625280
05-Nov-24,05-Nov-24,REF 705431309035 & 0000224003-236307,27800.00,705431309035
05-Nov-24,05-Nov-24,REF 224243432004 & 0000427167-252267,7100.00,224243432004
05-Nov-24,05-Nov-24,REF 089224844555 & 0000285473-236309,2600.00,089224844555
05-Nov-24,05-Nov-24,REF 055329463692 & 0000427167-236310,7600.00,055329463692
05-Nov-24,05-Nov-24,REF 113962224627 & 0000427155-252268,3800.00,113962224627
05-Nov-24,05-Nov-24,REF 707114714395 & 0000224010-236312,4750.00,707114714395
05-Nov-24,05-Nov-24,REF 623860856585 & 0000224003-236313,6100.00,623860856585
05-Nov-24,05-Nov-24,REF 205607607300 & 0000427167-236314,7600.00,205607607300
05-Nov-24,05-Nov-24,REF 864842146083 & 0000224003-236316,6100.00,864842146083
05-Nov-24,05-Nov-24,REF 105649867750 & 0000224003-236317,34200.00,105649867750
05-Nov-24,05-Nov-24,REF 052378195685 & 0000285473-236318,8100.00,052378195685
05-Nov-24,05-Nov-24,REF 882388122846 & 0000223006-236319,34100.00,882388122846
05-Nov-24,05-Nov-24,REF 621739908757 & 0000224003-236320,16700.00,621739908757
05-Nov-24,05-Nov-24,REF 045224618571 & 0000427155-252270,5550.00,045224618571
05-Nov-24,05-Nov-24,REF 441187503573 & 0000224003-236322,80400.00,441187503573
05-Nov-24,05-Nov-24,REF 778001478189 & 0000224003-236323,18300.00,778001478189
05-Nov-24,05-Nov-24,REF 816714555147 & 0000285473-236324,5600.00,816714555147
05-Nov-24,05-Nov-24,REF 087763672418 & 0000285472-236325,1050.00,087763672418
05-Nov-24,05-Nov-24,REF 268391220152 & 0000224004-252272,8140.00,268391220152
05-Nov-24,05-Nov-24,REF 359380192798 & 0000223006-236326,3400.00,359380192798
05-Nov-24,05-Nov-24,REF 162419999674 & 0000223006-236327,215600.00,162419999674
05-Nov-24,05-Nov-24,REF 213759041308 & 0000285471-252275,280.00,213759041308
05-Nov-24,05-Nov-24,REF 166226560407 & 0000223006-236330,138500.00,166226560407
05-Nov-24,05-Nov-24,REF 684120856243 & 0000100787-252276,5100.00,684120856243
05-Nov-24,05-Nov-24,REF 856089163080 & 0000223006-236331,1250.00,856089163080
05-Nov-24,05-Nov-24,REF 138359229696 & 0000285471-252277,188.00,138359229696
05-Nov-24,05-Nov-24,REF 041696591886 & 0000285471-252278,10200.00,041696591886
05-Nov-24,05-Nov-24,REF 533435152806 & 0000223006-236332,12600.00,533435152806
05-Nov-24,05-Nov-24,REF 277991762790 & 0000224003-236333,16300.00,277991762790
05-Nov-24,05-Nov-24,REF 158362326034 & 0000427164-252279,410950.00,158362326034
05-Nov-24,05-Nov-24,REF 560390058120 & 0000223006-236334,9460.00,560390058120
05-Nov-24,05-Nov-24,REF 863243765595 & 0000285471-252280,2935.00,863243765595
05-Nov-24,05-Nov-24,REF 750648470403 & 0000223006-236335,22600.00,750648470403
05-Nov-24,05-Nov-24,REF 010041066226 & 0000224003-252281,19600.00,010041066226
05-Nov-24,05-Nov-24,REF 278689228238 & 0000427164-252282,6100.00,278689228238
05-Nov-24,05-Nov-24,REF 533699953385 & 0000224004-252283,1600.00,533699953385
05-Nov-24,05-Nov-24,REF 768716252935 & 0000223006-236336,1300.00,768716252935
05-Nov-24,05-Nov-24,REF 210790793989 & 0000427155-252284,4000.00,210790793989
05-Nov-24,05-Nov-24,REF 418648821014 & 0000427164-252285,12100.00,418648821014
05-Nov-24,05-Nov-24,REF 546519190967 & 0000224004-252286,21100.00,546519190967
05-Nov-24,05-Nov-24,REF 877922674543 & 0000285474-236337,31800.00,877922674543
05-Nov-24,05-Nov-24,REF 085184085466 & 0000223006-236338,18100.00,085184085466
05-Nov-24,05-Nov-24,REF 451065190983 & 0000427164-252292,9150.00,451065190983
05-Nov-24,05-Nov-24,REF 746701259249 & 0000223006-236340,52600.00,746701259249
05-Nov-24,05-Nov-24,REF 816761048169 & 0000285474-236341,13200.00,816761048169
05-Nov-24,05-Nov-24,REF 497783697298 & 0000224004-252293,3850.00,497783697298
05-Nov-24,05-Nov-24,REF 788688348139 & 0000285471-252294,2794.00,788688348139
05-Nov-24,05-Nov-24,REF 274540567948 & 0000266755-236342,6500.00,274540567948
05-Nov-24,05-Nov-24,REF 046813163311 & 0000427155-252296,5030.00,046813163311
05-Nov-24,05-Nov-24,REF 676649359670 & 0000427164-252297,17600.00,676649359670
05-Nov-24,05-Nov-24,REF 302800288595 & 0000427155-252298,3800.00,302800288595
05-Nov-24,05-Nov-24,REF 995332465527 & 0000285474-236343,5100.00,995332465527
05-Nov-24,05-Nov-24,REF 910391732478 & 0000427164-252300,65100.00,910391732478
05-Nov-24,05-Nov-24,REF 726227482468 & 0000285474-236344,2200.00,726227482468
05-Nov-24,05-Nov-24,REF 527353973181 & 0000285471-252302,1744.00,527353973181
05-Nov-24,05-Nov-24,REF 352498476246 & 0000427164-252303,17600.00,352498476246
05-Nov-24,05-Nov-24,REF 610471247112 & 0000224004-252304,7170.00,610471247112
05-Nov-24,05-Nov-24,REF 078249993880 & 0000224004-252305,3470.00,078249993880
05-Nov-24,05-Nov-24,REF 812712021342 & 0000224004-252306,3850.00,812712021342
05-Nov-24,05-Nov-24,REF 485129728360 & 0000427155-252308,6000.00,485129728360
05-Nov-24,05-Nov-24,REF 446578584661 & 0000427164-252309,271600.00,446578584661
05-Nov-24,05-Nov-24,REF 284241979075 & 0000224003-252310,6700.00,284241979075
05-Nov-24,05-Nov-24,REF 618384136230 & 0000223006-236345,4100.00,618384136230
05-Nov-24,05-Nov-24,REF 268601004084 & 0000224003-252312,2100.00,268601004084
05-Nov-24,05-Nov-24,REF 981603838154 & 0000285472-236346,35200.00,981603838154
05-Nov-24,05-Nov-24,REF 602048509468 & 0000285473-236347,6100.00,602048509468
05-Nov-24,05-Nov-24,REF 857323111680 & 0000285472-236348,50200.00,857323111680
05-Nov-24,05-Nov-24,REF 924661551140 & 0000285473-236349,36100.00,924661551140
05-Nov-24,05-Nov-24,REF 972206180336 & 0000427155-252313,5500.00,972206180336
05-Nov-24,05-Nov-24,REF 972237974602 & 0000224004-252315,5185.00,972237974602
05-Nov-24,05-Nov-24,REF 514253522226 & 0000427164-252316,5880.00,514253522226
05-Nov-24,05-Nov-24,REF 694354189943 & 0000224003-252318,12300.00,694354189943
05-Nov-24,05-Nov-24,REF 654091189870 & 0000223003-252319,5100.00,654091189870
05-Nov-24,05-Nov-24,REF 603944983013 & 0000285473-236350,2600.00,603944983013
05-Nov-24,05-Nov-24,REF 556134069014 & 0000223006-236351,15100.00,556134069014
05-Nov-24,05-Nov-24,REF 716543697580 & 0000285471-252320,45200.00,716543697580
05-Nov-24,05-Nov-24,REF 923446956636 & 0000223006-236353,6800.00,923446956636
05-Nov-24,05-Nov-24,REF 345610843203 & 0000285473-236354,3100.00,345610843203
05-Nov-24,05-Nov-24,REF 637187135125 & 0000285471-252321,5600.00,637187135125
05-Nov-24,05-Nov-24,REF 666390131213 & 0000224002-236355,13050.00,666390131213
05-Nov-24,05-Nov-24,REF 913002098910 & 0000223006-236357,143500.00,913002098910
05-Nov-24,05-Nov-24,REF 562805332435 & 0000224003-236358,8100.00,562805332435
05-Nov-24,05-Nov-24,REF 819755398356 & 0000224003-236359,14000.00,819755398356
05-Nov-24,05-Nov-24,REF 067651226387 & 0000224003-236360,19600.00,067651226387
05-Nov-24,05-Nov-24,REF 003902348912 & 0000427164-252325,6100.00,003902348912
05-Nov-24,05-Nov-24,REF 260810314115 & 0000224004-252326,7900.00,260810314115
05-Nov-24,05-Nov-24,REF 634074244679 & 0000224003-236361,71100.00,634074244679
05-Nov-24,05-Nov-24,REF 879887165283 & 0000427157-236362,6100.00,879887165283
05-Nov-24,05-Nov-24,REF 310938284769 & 0000285473-236363,18400.00,310938284769
05-Nov-24,05-Nov-24,REF 969324908940 & 0000224003-236364,88900.00,969324908940
05-Nov-24,05-Nov-24,REF 373355674638 & 0000224003-236365,12900.00,373355674638
05-Nov-24,05-Nov-24,REF 112696880024 & 0000427157-236366,28100.00,112696880024
05-Nov-24,05-Nov-24,REF 541227297229 & 0000427164-252327,18100.00,541227297229
05-Nov-24,05-Nov-24,REF 434580298516 & 0000427157-236367,12100.00,434580298516
05-Nov-24,05-Nov-24,REF 564346868864 & 0000427164-252328,6100.00,564346868864
05-Nov-24,05-Nov-24,REF 815800976593 & 0000100787-252329,5100.00,815800976593
05-Nov-24,05-Nov-24,REF 949848945233 & 0000427157-236368,8100.00,949848945233
05-Nov-24,05-Nov-24,REF 938065367852 & 0000223003-236369,7600.00,938065367852
05-Nov-24,05-Nov-24,REF 541250455467 & 0000224003-236370,39500.00,541250455467
05-Nov-24,05-Nov-24,REF 239363886114 & 0000427164-252330,18100.00,239363886114
05-Nov-24,05-Nov-24,REF 882378549576 & 0000285473-236371,25300.00,882378549576
05-Nov-24,05-Nov-24,REF 567587876521 & 0000427155-252331,3800.00,567587876521
05-Nov-24,05-Nov-24,REF 616935532152 & 0000285472-236372,10100.00,616935532152
05-Nov-24,05-Nov-24,REF 383417832076 & 0000427157-236373,2100.00,383417832076
05-Nov-24,05-Nov-24,REF 351328980520 & 0000285471-252332,5850.00,351328980520
05-Nov-24,05-Nov-24,REF 411490276845 & 0000427167-252334,530.00,411490276845
05-Nov-24,05-Nov-24,REF 812440397853 & 0000100787-236374,10200.00,812440397853
05-Nov-24,05-Nov-24,REF 418094475590 & 0000224003-236375,27400.00,418094475590
05-Nov-24,05-Nov-24,REF 150366815570 & 0000285473-236376,30200.00,150366815570
05-Nov-24,05-Nov-24,REF 944449541494 & 0000285471-252335,1010.00,944449541494
05-Nov-24,05-Nov-24,REF 613167527379 & 0000427164-252336,6100.00,613167527379
05-Nov-24,05-Nov-24,REF 306513720273 & 0000285473-236378,10100.00,306513720273
05-Nov-24,05-Nov-24,REF 805299186340 & 0000224003-236379,57400.00,805299186340
05-Nov-24,05-Nov-24,REF 758493034886 & 0000427164-252337,8100.00,758493034886
05-Nov-24,05-Nov-24,REF 210814928682 & 0000342678-236380,1000.00,210814928682
05-Nov-24,05-Nov-24,REF 921981081385 & 0000224003-236381,18300.00,921981081385
05-Nov-24,05-Nov-24,REF 269715694258 & 0000285471-252338,1450.00,269715694258
05-Nov-24,05-Nov-24,REF 244003409758 & 0000223006-236382,38300.00,244003409758
05-Nov-24,05-Nov-24,REF 507730488192 & 0000285471-252339,3576.00,507730488192
05-Nov-24,05-Nov-24,REF 797672350024 & 0000223006-236383,17100.00,797672350024
05-Nov-24,05-Nov-24,REF 464831182021 & 0000224010-236384,7300.00,464831182021
05-Nov-24,05-Nov-24,REF 232166931115 & 0000224002-236385,2150.00,232166931115
05-Nov-24,05-Nov-24,REF 364852910628 & 0000223006-236386,3090.00,364852910628
05-Nov-24,05-Nov-24,REF 700024415449 & 0000100787-252341,3000.00,700024415449
05-Nov-24,05-Nov-24,REF 065862213455 & 0000285471-252340,1050.00,065862213455
05-Nov-24,05-Nov-24,REF 899810946822 & 0000224003-236388,24800.00,899810946822
05-Nov-24,05-Nov-24,REF 933976013494 & 0000427167-252342,10100.00,933976013494
05-Nov-24,05-Nov-24,REF 688584664563 & 0000223006-236389,1530.00,688584664563
